id,platform,cycle,lat,lon,date
2903868_057,2903868,57,16.2241,-158.9747,2024-08-17
4902327_253,4902327,253,19.58896,-118.37059,2024-08-17
4902333_255,4902333,255,14.26209,-113.80778,2024-08-16
6990602_015,6990602,15,24.90182,-114.40844,2024-08-16
5905693_224,5905693,224,-12.37659,-114.86083,2024-08-16
3901817_520,3901817,520,-4.31123,-93.01311,2024-08-16
5906320_235,5906320,235,-17.9775,-119.021,2024-08-16
5906694_111,5906694,111,-13.21965,-144.23049,2024-08-16
5906529_176,5906529,176,22.7353,-151.1909,2024-08-16
3902351_059,3902351,59,-19.8702,-110.6978,2024-08-16
5905346_247,5905346,247,-20.617,-108.485,2024-08-16
5906786_064,5906786,64,-21.83353,-128.65243,2024-08-16
3902289_065,3902289,65,-15.10725,-101.90193,2024-08-16
3902389_207,3902389,207,-21.066,-104.096,2024-08-16
5906844_026,5906844,26,7.19841,-146.76521,2024-08-16
1902516_013,1902516,13,-2.98381,-86.34181,2024-08-16
4903399_143,4903399,143,24.46661,-125.38738,2024-08-16
5906572_060,5906572,60,-13.7751,-120.988,2024-08-16
3901252_312,3901252,312,-19.56664,-97.07859,2024-08-16
3901253_318,3901253,318,-20.49073,-95.97556,2024-08-16
7901094_035,7901094,35,0.5319,-178.1466,2024-08-16
5905262_248,5905262,248,-19.77774,-178.04557,2024-08-16
4903543_087,4903543,87,22.37267,-95.88657,2024-08-16
5906700_110,5906700,110,-3.86646,-138.6613,2024-08-16
5906400_143,5906400,143,16.18027,-141.73997,2024-08-16
5905768_225D,5905768_,225,-1.79144,-161.89563,2024-08-16
5905271_243,5905271,243,23.81974,-136.13,2024-08-16
5905768_224,5905768,224,-1.79125,-161.89526,2024-08-16
5905292_253,5905292,253,-4.6799,-138.2997,2024-08-16
5906785_064,5906785,64,-21.83346,-128.15973,2024-08-16
3902298_059,3902298,59,7.52942,-93.57146,2024-08-16
5906798_090,5906798,90,21.0215,-117.423,2024-08-16
5906584_122,5906584,122,21.0344,-171.738,2024-08-16
5906368_124,5906368,124,8.324,-173.8472,2024-08-16
1902645_028,1902645,28,22.3928,-111.3896,2024-08-16
5906813_079,5906813,79,27.742,-145.039,2024-08-16
5905701_223,5905701,223,-8.30768,-123.32992,2024-08-16
5906156_195,5906156,195,25.4874,-145.3748,2024-08-16
5906155_191,5906155,191,10.2387,-135.3161,2024-08-16
6902856_225,6902856,225,-6.847088333333334,-145.724575,2024-08-16
